CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR
TQRMNOUSRHKNLSCDEIIAD00865489;2024;2;1;1;1;S;32;1402;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;2;2;2;6;0;6;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;4;0;0;0;Extendido
TQRMNORQSHKKMMCDEIIAD00861226;2024;2;1;1;1;S;32;3186;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;1;2;1;1;2;2;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;2;3;0;0;Nuclear
TQRMNOPTUHMKMPCDEIIAD00806898;2024;2;1;1;1;S;32;1622;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Unipersonal
TQRMNOQYYHMOMMCDEHJGH00800703;2024;2;1;1;40;S;23;270;1;;7;1;;2;1;1;1;;1;1;1;1;2;1;2;2;2;2;0;2;2;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;165700;1;1;1;1;;1;165700;3;3;5;3;;4;277;1;0;98;0;0;0;Unipersonal
TQRMNOTXYHKOKMCDEHNHB00856604;2024;2;1;1;42;S;27;102;1;;3;1;;1;2;1;1;;1;1;1;2;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;2;3;1067000;8;8;9;8;;8;213400;5;5;5;5;;5;104;2;0;3;0;0;0;Extendido
TQRMNOQXPHJOKPCDEFLID00865490;2024;2;1;1;43;S;5;229;1;;2;2;;4;2;1;1;;1;2;2;2;2;2;2;2;1;2;0;2;2;2;0;0;0;0;2;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;78000;1;1;1;1;;1;78000;1;1;1;1;;1;147;1;0;98;0;0;0;Unipersonal
TQRMNOSPUHJMLQCDEIGED00865491;2024;2;1;1;43;N;30;182;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear
TQRMNOQUPHMNKMCDEIGED00857662;2024;2;1;1;43;N;30;139;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;320000;2;2;2;;3;3;320000;7;7;6;;7;6;173;1;0;98;0;0;0;Unipersonal
TQRMNOSYSHMNKMCDEIGED00801422;2024;2;1;1;43;N;30;125;1;;3;1;;4;1;1;2;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;590000;5;5;5;;5;5;196666,67;4;4;3;;5;3;224;2;0;98;0;0;0;Nuclear
TQRMNOPQSHMMKOCDEIGED00801423;2024;2;1;1;43;N;30;133;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Nuclear
TQRMNOQXQHKMKNCDEIGED00860605;2024;2;1;1;43;N;30;191;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;0;4;380000;3;3;3;;3;3;95000;2;2;1;;2;1;385;1;0;98;0;0;0;Nuclear
TQRMNOPWSHJMLOCDEHJGH00865492;2024;2;1;1;40;S;23;287;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;4;0;4;1060100;8;8;9;8;;8;265025;6;6;8;6;;7;295;2;0;98;0;0;0;Nuclear
TQRMNOTQVHJMLOCDEHJGH00865493;2024;2;1;1;40;S;23;507;1;;3;2;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;900000;7;8;8;7;;8;225000;5;5;7;5;;6;482;2;0;98;0;0;0;Nuclear
TQRMNORYQHKKLUCDEHJGH00860858;2024;2;1;1;40;S;23;290;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;3;0;3;380000;3;3;3;3;;3;126666,67;2;2;3;2;;3;302;1;2;3;0;0;0;Nuclear
TQRMNOQUXHMNMLCDEHJGH00800705;2024;2;1;1;40;S;23;274;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;216000;1;1;2;1;;2;108000;2;2;2;2;;3;263;1;0;98;0;0;0;Nuclear
TQRMNORPPHMOMMCDEHJGH00800780;2024;2;1;1;40;S;23;344;1;;6;1;;2;1;1;1;;1;1;1;1;1;2;2;6;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;2;5;2;3;740000;6;7;7;6;;7;148000;3;3;4;3;;4;372;2;3;98;0;0;0;Extendido
TQRMNOPTTHJNLTCDEHJGH00865494;2024;2;1;1;40;S;23;322;1;;2;2;;4;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;350000;3;3;3;3;;3;116666,67;2;2;3;2;;3;322;1;0;98;0;0;0;Nuclear
TQRMNOQTRHJOLRCDEIIAD00865495;2024;2;1;1;1;S;32;2150;2;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;Nuclear
TQRMNOSQQHJLLTCDEIIAD00865496;2024;2;1;1;1;S;32;1438;4;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;1110000;8;;8;8;;7;555000;9;;9;9;;7;1790;1;2;98;0;0;0;Nuclear
TQRMNORQUHJLLUCDEIIAD00865497;2024;2;1;1;1;S;32;2086;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1700000;10;;9;9;;8;1700000;10;;10;10;;10;2428;1;0;98;0;0;0;Unipersonal
TQRMNOPXTHLKMOCDEIIAD00807070;2024;2;1;1;1;S;32;951;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1800000;10;;9;10;;9;600000;9;;9;9;;7;1900;1;2;98;0;0;0;Nuclear
TQRMNORRXHJMKSCDEGPDJ00865158;2024;2;1;1;40;N;19;205;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1350000;9;9;10;;9;10;675000;9;10;10;;10;10;209;1;0;2;0;0;0;Nuclear
TQRMNOPUYHMOKPCDEGPDJ00800389;2024;2;1;1;40;N;19;260;1;;3;1;;2;1;1;1;;1;1;1;1;1;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1120000;8;9;9;;9;9;560000;9;9;10;;9;10;259;2;0;96;0;0;0;Nuclear
TQRMNOPPRHJNKTCDEGPDJ00865159;2024;2;1;1;40;N;19;175;1;;5;1;;2;2;1;1;;1;1;1;1;2;2;2;5;4;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2750000;10;10;10;;10;10;916666,67;10;10;10;;10;10;177;96;0;3;0;0;0;Nuclear
TQRMNOQRTHKMKPCDEGPDJ00858322;2024;2;1;1;40;N;19;204;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2;2;4;1;3;492000;4;4;5;;4;5;123000;2;2;3;;3;3;205;1;0;98;0;0;0;Nuclear
TQRMNOSQVHKMKPCDEGPDJ00857735;2024;2;1;1;40;N;19;261;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;170000;1;1;1;;1;1;85000;1;1;2;;1;2;264;1;2;98;0;0;0;Nuclear
TQRMNOPYWHLNKPCDEGPDJ00805587;2024;2;2;1;40;N;19;212;1;;3;2;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;4;;1;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;200000;1;1;1;;1;2;200000;4;4;6;;5;6;214;1;0;98;0;0;0;Unipersonal
TQRMNORRSHLNKPCDEGPDJ00805614;2024;2;1;1;40;N;19;113;1;;2;2;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;300000;2;2;2;;2;2;300000;6;7;8;;7;8;112;1;0;98;0;0;0;Unipersonal
TQRMNOQQXHMOKPCDEGGFB00799392;2024;2;1;1;42;S;10;726;1;;2;1;;7;2;1;1;;1;2;2;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;9;2;7;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;9;0;0;0;Extendido
TQRMNOPVQHLMKQCDEGGFB00804560;2024;2;1;1;42;S;10;509;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear
TQRMNOPPQHMOLRCDEFIAH00798233;2024;2;1;1;43;S;2;696;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Unipersonal
TQRMNOQVTHMOLRCDEFIAH00798234;2024;2;1;1;43;S;2;666;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;3;4;0;0;Nuclear
TQRMNOQWWHMOLRCDEFIAH00798235;2024;2;1;1;43;S;2;882;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;5;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;5;0;5;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;5;98;0;0;0;Extendido
TQRMNOQWYHMOLRCDEFIAH00798236;2024;2;1;1;43;S;2;1210;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;4;1;3;386000;3;3;3;3;;3;96500;2;2;1;2;;2;1733;1;0;2;3;0;0;Nuclear
TQRMNOSUTHJMLSCDEFIAH00865160;2024;2;1;1;43;S;2;557;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;Nuclear
TQRMNOTXXHKMLQCDEFIAH00860895;2024;2;1;1;43;S;2;552;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;500000;4;4;4;4;;4;100000;2;2;1;2;;2;840;1;0;98;0;0;0;Extendido
TQRMNOQSVHKMLSCDEFIAH00861627;2024;2;1;1;43;S;2;604;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;3;1;2;1040000;8;8;8;8;;7;346666,67;7;7;7;7;;6;1025;1;2;98;0;0;0;Nuclear
TQRMNOQTPHKMLSCDEFIAH00865161;2024;2;1;1;43;S;2;604;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;3;1;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;96;0;0;0;Nuclear
TQRMNOPTXHLNMLCDEIKAH00807985;2024;2;1;1;43;S;34;352;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;500000;4;4;4;4;;5;166666,67;3;3;3;3;;3;411;1;0;2;3;0;0;Nuclear
TQRMNOSRYHJOLSCDEIKAH00865162;2024;2;1;1;43;S;34;727;1;;2;1;;3;1;1;1;;1;1;2;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;600000;5;5;5;5;;5;300000;6;7;6;6;;5;1100;1;2;98;0;0;0;Nuclear
TQRMNORYSHKMLMCDEIGED00865163;2024;2;1;1;43;N;30;175;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Nuclear
TQRMNOSQWHMLLMCDEIGED00801463;2024;2;1;1;43;N;30;180;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;6;3;3;155000;1;1;1;;1;1;25833,33;1;1;1;;1;1;206;1;2;98;0;0;0;Extendido
TQRMNOQTQHJMLQCDEIGED00865164;2024;2;1;1;43;N;30;177;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;0;2;500000;4;5;4;;5;5;250000;6;6;5;;6;4;250;1;0;98;0;0;0;Nuclear
TQRMNOSPVHMLLTCDEHNHB00806322;2024;2;1;1;42;S;27;406;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;2;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;1800000;10;10;10;10;;10;450000;8;9;9;8;;9;459;2;0;98;0;0;0;Nuclear
TQRMNOPTRHJKKMCDEFJAH00865256;2024;2;1;1;43;N;3;309;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;0;2;490000;4;4;4;;4;4;245000;5;6;5;;6;5;401;1;0;98;0;0;0;Nuclear
TQRMNORVUHLMKOCDEFJAH00803567;2024;2;1;1;43;N;3;381;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;750000;6;7;6;;7;7;750000;10;10;10;;10;9;517;1;0;98;0;0;0;Unipersonal
TQRMNORPUHJOKNCDEFJAH00865257;2024;2;1;1;43;N;3;287;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;96;0;0;0;Nuclear
TQRMNOQYPHKOLNCDEFOCD00856585;2024;2;1;1;41;N;8;306;1;;2;1;;4;1;1;1;;1;1;1;2;2;1;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;560000;5;5;6;;5;8;186666,67;4;4;6;;4;7;448;1;0;98;0;0;0;Nuclear
TQSMNOTWUHKOLNCDEFOCD00865258;2024;2;1;1;41;N;8;310;1;;1;1;;4;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;144000;1;1;1;;1;1;48000;1;1;1;;1;1;360;2;0;98;0;0;0;Nuclear
TQRMNOQTUHMOLNCDEFOCD00799055;2024;2;1;1;41;N;8;345;1;;5;1;;4;1;1;1;;1;1;1;3;2;1;2;5;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;360000;3;3;4;;3;5;180000;4;4;5;;4;7;430;1;0;98;0;0;0;Nuclear
TQRMNOTTUHKOLOCDEFOCD00865259;2024;2;1;1;41;N;8;569;1;;1;1;;4;1;1;1;;1;1;1;2;2;1;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;2;1;170000;1;1;1;;1;2;56666,67;1;1;1;;1;2;598;1;0;98;0;0;0;Nuclear
TQRMNOQXVHJMKNCDEGOIH00865260;2024;2;1;1;40;N;18;190;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;1;3;780000;6;7;7;;7;7;195000;4;4;5;;5;6;189;1;0;2;0;0;0;Nuclear
TQRMNOPTYHJMKPCDEGOIH00865261;2024;2;1;1;40;N;18;184;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;185000;1;1;1;;1;1;185000;4;4;5;;4;5;186;1;0;98;0;0;0;Unipersonal
TQRMNORPPHKMKNCDEGOIH00856689;2024;2;1;1;40;N;18;269;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1200000;8;9;9;;9;10;600000;9;9;10;;10;10;275;96;0;98;0;0;0;Nuclear
TQRMNORVWHMMKMCDEGNFJ00800138;2024;2;1;1;44;N;17;292;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;3;98;0;0;0;Nuclear
TQRMNOSPXHMLKQCDEGNFJ00800147;2024;2;1;1;44;N;17;133;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;360000;3;3;2;;3;2;360000;7;8;6;;8;6;233;1;0;98;0;0;0;Unipersonal
TQRMNOQUVHMOKRCDEGNFJ00800152;2024;2;1;1;44;N;17;271;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;0;1;520000;4;5;4;;5;3;520000;9;9;8;;9;8;380;1;0;98;0;0;0;Unipersonal
TQRMNOSRYHMOKRCDEGNFJ00800139;2024;2;1;1;44;N;17;213;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;540000;5;5;4;;5;4;270000;6;6;5;;7;4;531;1;0;97;0;0;0;Nuclear
TQRMNOSVRHKOKNCDEGNFJ00857711;2024;2;1;1;44;N;17;180;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Nuclear
TQRMNORRUHJOKQCDEGNFJ00865262;2024;2;1;1;44;N;17;177;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;980000;8;8;7;;8;6;245000;5;6;4;;6;4;550;4;0;1;0;0;0;Nuclear
TQRMNOQQVHMMLRCDEGGFB00799376;2024;2;1;1;42;S;10;780;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;1;1;2;2;2;2;1;0;1;110000;1;1;1;1;;1;110000;2;2;2;2;;2;758;1;0;98;0;0;0;Unipersonal
TQRMNOQQXHMMLRCDEGGFB00804643;2024;2;1;1;42;S;10;408;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;6;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;408000;3;3;3;3;;3;204000;4;5;5;4;;5;527;5;4;98;0;0;0;Nuclear
TQRMNOSQQHMOLSCDEGGFB00799377;2024;2;1;1;42;S;10;502;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2;1;2;2;2;3;0;3;449000;4;4;4;4;;4;149666,67;3;3;3;3;;3;746;2;0;98;0;0;0;Nuclear
TQRMNOPUPHKOLNCDEGGFB00857671;2024;2;1;1;42;S;10;411;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;241000;2;2;1;2;;1;241000;5;5;6;5;;6;502;1;0;98;0;0;0;Unipersonal
TQRMNOPQWHLLLOCDEHJGH00805914;2024;2;1;1;40;S;23;465;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;2;1;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;234000;2;2;2;1;;2;117000;2;2;3;2;;3;455;1;0;98;0;0;0;Nuclear
TQRMNOSWPHMOKMCDEHNHB00801143;2024;2;2;1;42;S;27;403;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;Nuclear
TQRMNOQYQHLNKMCDEHNHB00806324;2024;2;1;1;42;S;27;296;1;;1;2;;1;2;1;1;;1;1;1;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;8;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;500000;4;4;4;4;;4;250000;6;6;6;5;;6;316;2;0;98;0;0;0;Nuclear
